IMDB Data Dump ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Current IMDB data is available at https://www.imdb.com/interfaces/,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
DATA BEGINS BELOW:,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
director name,num_critic_for_reviews,duration,director_facebook likes,actor_3 facebook_likes,actor_2_name,actor_1 facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie facebook_likes
Lawrence Kasdan,40.0,212.0,759,812,Catherine O'Hara,2000,25052000,Adventure,Dennis Quaid,Wyatt Earp,35314,5708,Isabella Rossellini,0,145,English,USA,PG-13,63000000,1994,925,6.6,2.35,0
Phillip Noyce,42.0,141.0,176,672,Dean Jones,11000,122012710,Action,Harrison Ford,Clear and Present Danger,69663,14178,Raymond Cruz,1,133,English,USA,PG-13,62000000,1994,913,6.9,2.35,0
Daniel Lee,68.0,103.0,10,7,Peng Lin,21,72413,Action,Si Won Choi,Dragon Blade,11584,58,Sung-jun Yoo,3,86,Mandarin,China,R,65000000,2015,18,6.1,2.35,0
Keenen Ivory Wayans,78.0,98.0,322,723,Brittany Daniel,979,58255287,Comedy,Chazz Palminteri,Littleman,39471,6334,John Witherspoon,1,187,English,USA,PG-13,64000000,2006,862,4.3,1.85,0
Jonathan Mostow,178.0,116.0,84,563,Thomas Kretschmann,11000,77086030,Action,Matthew McConaughey,U-571,65297,14931,David Keith,0,602,English,France,PG-13,62000000,2000,919,6.6,2.35,0
Marco Schnabel,150.0,87.0,12,645,Romany Malco,3000,32178777,Comedy,Justin Timberlake,The Love Guru,43300,6658,Verne Troyer,6,250,English,USA,PG-13,62000000,2008,966,3.8,2.35,0
Demian Lichtenstein,113.0,125.0,11,867,Bokeem Woodbine,11000,15738632,Action,Jon Lovitz,3000 Miles to Graceland,38076,14536,Ice-T,2,399,English,USA,R,42000000,2001,904,5.9,2.35,0
Quentin Tarantino,596.0,187.0,16000,1000,Jennifer Jason Leigh,46000,54116191,Crime,Craig Stark,The Hateful Eight,272839,49912,Zo� Bell,1,1018,English,USA,R,44000000,2015,1000,7.9,2.76,114000
Josh Gordon,191.0,93.0,8,970,Amy Poehler,8000,118153533,Comedy,Will Ferrell,Blades of Glory,129995,13232,Jon Heder,2,246,English,USA,PG-13,61000000,2007,1000,6.3,1.85,0
Tim Hill,156.0,95.0,25,439,Elizabeth Perkins,989,108012170,Adventure,Gary Cole,Hop,24089,2558,Chelsea Handler,0,82,English,USA,PG,63000000,2011,664,5.5,1.85,0
Jay Roach,141.0,106.0,116,708,Blythe Danner,22000,279167575,Comedy,Robert De Niro,Meet the Fockers,211296,24938,Teri Polo,6,428,English,USA,PG-13,80000000,2004,713,6.3,1.85,0
David Frankel,180.0,115.0,64,664,Kathleen Turner,2000,143151473,Comedy,Eric Dane,Marley & Me,116681,4811,Haley Bennett,0,320,English,USA,PG,60000000,2008,899,7.1,2.35,11000
Mark Dindal,161.0,81.0,10,397,Fred Willard,925,135381507,Adventure,Catherine O'Hara,Chicken Little,63912,2252,Amy Sedaris,0,251,English,USA,G,150000000,2005,729,5.8,1.85,912
David Fincher,568.0,149.0,21000,625,Sela Ward,835,167735396,Crime,Patrick Fugit,Gone Girl,569841,4348,Emily Ratajkowski,0,1127,English,USA,R,61000000,2014,812,8.1,2.35,146000
Doug Liman,249.0,119.0,218,73,Josh Hamilton,13000,121468960,Action,Matt Damon,The Bourne Identity,407601,13249,Nicky Naud�,1,849,English,USA,PG-13,60000000,2002,147,7.9,2.35,0
Martin Campbell,137.0,130.0,258,345,Joe Don Baker,394,106635996,Action,Izabella Scorupco,GoldenEye,199025,1784,Tch�ky Karyo,2,416,English,UK,PG-13,58000000,1995,387,7.2,2.35,0
Simon West,113.0,116.0,165,475,Timothy Hutton,577,102678089,Drama,Daniel von Bargen,The General's Daughter,42705,2321,Clarence Williams III,0,274,English,USA,R,95000000,1999,501,6.3,2.35,885
Peter Weir,213.0,103.0,608,576,Noah Emmerich,2000,125603360,Comedy,Natascha McElhone,The Truman Show,667983,3698,Peter Krause,1,877,English,USA,PG,60000000,1998,617,8.1,1.85,18000
Brenda Chapman,120.0,99.0,59,145,Aria Noelle Curzon,770,101217900,Adventure,Martin Short,The Prince of Egypt,91093,1195,Eden Riegel,2,353,English,USA,PG,70000000,1998,263,7.0,1.85,0
Steve Carr,81.0,92.0,41,522,Lisa Edelstein,1000,104148781,Comedy,Anjelica Huston,Daddy Day Care,49486,4050,Jeff Garlin,1,116,English,USA,PG,60000000,2003,955,5.5,1.85,886
Baltasar Korm�kur,265.0,109.0,175,459,Patrick Fischler,18000,75573300,Action,Denzel Washington,2 Guns,156898,20148,Fred Ward,1,172,English,USA,R,61000000,2013,497,6.7,2.35,22000
Lawrence Guterman,105.0,87.0,6,405,Elizabeth Perkins,3000,93375151,Action,Carol Ann Susi,Cats & Dogs,46031,4171,Miriam Margolyes,0,235,English,USA,PG,60000000,2001,664,5.2,1.85,0
F. Gary Gray,155.0,111.0,473,82,Charlize Theron,26000,106126012,Action,Jason Statham,The Italian Job,285623,35084,Jimmy Shubert,6,497,English,USA,PG-13,60000000,2003,9000,7.0,2.35,0
Marc Lawrence,118.0,101.0,30,268,Alicia Witt,1000,93307796,Comedy,Dorian Missick,Two Weeks Notice,85673,2636,Dana Ivey,2,269,English,USA,PG-13,60000000,2002,976,6.1,1.85,0
Eric Darnell,131.0,83.0,35,754,Woody Allen,13000,90646554,Adventure,Sylvester Stallone,Antz,124641,25788,Anne Bancroft,0,289,English,USA,PG,105000000,1998,11000,6.6,1.85,0
Tony Scott,60.0,107.0,12000,695,Robert Duvall,10000,82670733,Action,Tom Cruise,Days of Thunder,60476,14006,Randy Quaid,0,97,English,USA,PG-13,60000000,1990,3000,5.9,2.35,0
Adam Shankman,77.0,94.0,163,2000,Tom Welling,12000,82569532,Adventure,Taylor Lautner,Cheaper by the Dozen 2,42737,20348,Alyson Stoner,6,128,English,USA,PG,60000000,2005,3000,5.4,2.35,781
Wes Ball,249.0,132.0,47,240,Lili Taylor,988,81687587,Action,Ki Hong Lee,The Scorch Trials,138246,2517,Rosa Salazar,0,360,English,USA,PG-13,61000000,2015,960,6.4,2.35,24000
Ryan Murphy,213.0,140.0,708,745,Julia Roberts,11000,80574010,Drama,James Franco,Eat Pray Love,63493,20440,Billy Crudup,1,302,English,USA,PG-13,60000000,2010,8000,5.7,1.85,26000
Brett Ratner,121.0,125.0,420,627,Don Cheadle,12000,75764085,Comedy,Nicolas Cage,The Family Man,85844,16646,Amber Valletta,1,322,English,USA,PG-13,60000000,2000,3000,6.7,2.35,0
Robert Schwentke,315.0,111.0,124,357,Morgan Freeman,13000,90356857,Action,Bruce Willis,RED,238916,24928,Jaqueline Fleming,4,328,English,USA,PG-13,58000000,2010,11000,7.1,2.35,32000
Chuck Russell,167.0,100.0,55,416,Roger Rees,12000,90341670,Action,Dwayne Johnson,The Scorpion King,102129,14611,Bernard Hill,4,432,English,USA,PG-13,60000000,2002,1000,5.5,2.35,0
Jay Russell,125.0,115.0,13,579,Jay Hernandez,2000,74540762,Action,Billy Burke,Ladder 49,48753,4496,Jacinda Barrett,2,323,English,USA,PG-13,55000000,2004,1000,6.5,1.85,0
Christopher McQuarrie,387.0,130.0,188,1000,Robert Duvall,10000,80033643,Action,Tom Cruise,Jack Reacher,226570,16385,David Oyelowo,2,448,English,USA,PG-13,60000000,2012,3000,7.0,2.35,38000
Renny Harlin,199.0,105.0,212,811,Michael Rapaport,1000,73648142,Action,LL Cool J,Deep Blue Sea,99043,3697,Saffron Burrows,1,643,English,USA,R,60000000,1999,975,5.8,2.35,0
Kenny Ortega,136.0,111.0,197,6,Mekia Cox,433,71844424,Documentary,Misha Gabriel Hamilton,This Is It,33158,679,Judith Hill,0,223,English,USA,PG,60000000,2009,208,7.3,1.78,0
David McNally,73.0,89.0,18,226,Dyan Cannon,658,66734992,Action,Estella Warren,Kangaroo Jack,23476,1233,Bill Hunter,0,181,English,USA,PG,60000000,2003,257,4.4,2.35,858
Henry Selick,310.0,100.0,253,57,Dawn French,309,75280058,Animation,Jennifer Saunders,Coraline,143121,647,John Hodgman,1,279,English,USA,PG,60000000,2009,229,7.7,1.85,10000
Tony Scott,171.0,146.0,12000,451,Radha Mitchell,18000,77862546,Action,Denzel Washington,Man on Fire,266310,20454,Giancarlo Giannini,2,690,English,USA,R,70000000,2004,992,7.7,2.35,14000
Brian Robbins,76.0,98.0,48,722,Joel David Moore,21000,61112916,Comedy,Robert Downey Jr.,The Shaggy Dog,14888,24664,Kristin Davis,0,83,English,USA,PG,50000000,2006,936,4.4,2.35,747
Todd Phillips,173.0,101.0,480,767,Carmen Electra,881,88200225,Comedy,Snoop Dogg,Starsky & Hutch,120795,3943,Fred Williamson,5,308,English,USA,PG-13,60000000,2004,869,6.1,2.35,0
Brian Levant,81.0,94.0,32,626,Harvey Korman,854,60573641,Comedy,Jim Belushi,Jingle All the Way,68406,4530,Jake Lloyd,1,162,English,USA,PG,60000000,1996,628,5.4,1.85,0
Steven Zaillian,110.0,115.0,234,521,Kathleen Quinlan,3000,56702901,Drama,Robert Duvall,A Civil Action,23302,4713,Sydney Pollack,1,181,English,USA,PG-13,60000000,1998,552,6.5,2.35,1000
Chris Butler,328.0,92.0,28,586,Kodi Smit-McPhee,10000,55994557,Adventure,Anna Kendrick,ParaNorman,72287,13597,Elaine Stritch,0,176,English,USA,PG,60000000,2012,884,7.0,2.35,12000
Michael Caton-Jones,83.0,124.0,105,460,Bruce Willis,24000,54910560,Action,J.K. Simmons,The Jackal,88225,38227,Sophie Okonedo,0,227,English,USA,R,60000000,1997,13000,6.3,2.35,0
John Woo,196.0,119.0,610,716,Joe Morton,834,53789313,Action,Ivana Milicevic,Paycheck,89816,3637,Callum Rennie,0,347,English,USA,PG-13,60000000,2003,780,6.3,2.35,0
Jon Avnet,34.0,124.0,50,672,Stockard Channing,1000,51045801,Drama,Joe Mantegna,Up Close & Personal,11370,3653,Raymond Cruz,2,54,English,USA,PG-13,60000000,1996,944,6.1,1.85,829
Sam Fell,118.0,93.0,18,903,Matthew Broderick,9000,50818750,Adventure,Emma Watson,The Tale of Despereaux,31209,13403,Frank Langella,0,106,English,UK,G,60000000,2008,2000,6.1,2.35,0
Kevin Donovan,81.0,98.0,11,107,Debi Mazar,966,50189179,Action,Romany Malco,The Tuxedo,61966,2018,Ritchie Coster,2,207,English,USA,PG-13,60000000,2002,680,5.3,1.85,797
Geoff Murphy,47.0,92.0,14,488,Brenda Bakke,789,50024083,Action,Peter Greene,Under Siege 2: Dark Territory,35918,2318,Patrick Kilpatrick,1,126,English,USA,R,60000000,1995,520,5.4,1.85,1000
David O. Russell,315.0,124.0,737,14000,Robert De Niro,34000,56443482,Biography,Jennifer Lawrence,Joy,75329,75793,Bradley Cooper,3,256,English,USA,PG-13,60000000,2015,22000,6.6,1.85,24000
Babak Najafi,225.0,99.0,24,864,Radha Mitchell,18000,62401264,Action,Gerard Butler,London Has Fallen,69484,20276,Julian Kostov,3,323,English,UK,R,60000000,2016,992,5.9,2.35,28000
Antoine Fuqua,198.0,124.0,845,295,Ned Beatty,650,46975183,Action,Tate Donovan,Shooter,256213,1640,Louis Ferreira,0,338,English,USA,R,61000000,2007,467,7.2,2.35,0
Graham Annable,219.0,96.0,7,642,Dee Bradley Baker,874,50807639,Adventure,Isaac Hempstead Wright,The Boxtrolls,40883,3151,Tracy Morgan,3,122,English,USA,PG,60000000,2014,668,6.8,1.85,11000
Griffin Dunne,92.0,104.0,165,944,Dianne Wiest,1000,46611204,Comedy,Goran Visnjic,Practical Magic,55749,4294,Stockard Channing,1,257,English,USA,PG-13,48000000,1998,967,6.1,2.35,0
Phil Lord,435.0,100.0,97,2000,Will Ferrell,11000,257756197,Action,Morgan Freeman,The Lego Movie,246698,22128,Alison Brie,0,471,English,Australia,PG,60000000,2014,8000,7.8,2.35,64000
John Pasquin,111.0,115.0,11,642,Diedrich Bader,1000,48472213,Action,Eileen Brennan,Miss Congeniality 2: Armed and Fabulous,51252,4305,Treat Williams,2,156,English,USA,PG-13,45000000,2005,759,5.0,2.35,621
Rob Bowman,138.0,101.0,38,11000,Gerard Butler,23000,43060566,Action,Christian Bale,Reign of Fire,107859,53024,Matthew McConaughey,0,569,English,USA,PG-13,60000000,2002,18000,6.2,2.35,0
Ruben Fleischer,415.0,113.0,181,300,Brandon Molale,33000,45996718,Action,Ryan Gosling,Gangster Squad,173530,34738,Wade Williams,3,264,English,USA,R,60000000,2013,301,6.7,2.35,40000
Harold Ramis,170.0,100.0,11000,485,Oliver Platt,10000,43337279,Adventure,Olivia Wilde,Year One,76770,12258,Xander Berkeley,2,203,English,USA,PG-13,60000000,2009,1000,4.9,1.85,0
Clint Eastwood,306.0,134.0,16000,204,Morgan Freeman,13000,37479778,Biography,Matt Damon,Invictus,124222,24458,Leleti Khumalo,1,259,English,USA,PG-13,60000000,2009,11000,7.4,2.35,23000
Tony Gilroy,211.0,125.0,209,896,Tom Wilkinson,8000,40559930,Comedy,Julia Roberts,Duplicity,41727,10623,Denis O'Hare,0,184,English,USA,PG-13,60000000,2009,1000,6.2,2.35,0
Donald Petrie,49.0,94.0,80,230,Ray Walston,1000,36830057,Comedy,Steven Anthony Lawrence,My Favorite Martian,10883,2151,Michael Lerner,2,73,English,USA,PG,65000000,1999,417,4.9,1.85,448
Clark Johnson,161.0,107.0,69,206,David Rasche,310,36279230,Action,Blair Brown,The Sentinel,42144,1352,Martin Donovan,0,213,English,USA,PG-13,60000000,2006,219,6.1,2.35,690
Jorge Blanco,156.0,91.0,2,480,Gary Oldman,12000,42194060,Adventure,Dwayne Johnson,Planet 51,41259,22668,James Corden,1,72,English,Spain,PG,70000000,2009,10000,6.1,2.35,0
Stuart Baird,172.0,116.0,53,906,LeVar Burton,27000,43119879,Action,Tom Hardy,Star Trek: Nemesis,58450,31224,Jonathan Frakes,0,842,English,USA,PG-13,60000000,2002,1000,6.4,2.35,0
Martin Campbell,258.0,117.0,258,896,Ray Winstone,2000,43290977,Crime,Bojana Novakovic,Edge of Darkness,75201,7053,Denis O'Hare,1,256,English,UK,R,80000000,2010,1000,6.6,2.35,0
Harold Ramis,105.0,96.0,11000,236,Cathy Moriarty,22000,32122249,Comedy,Robert De Niro,Analyze That,69319,22889,Joe Viterelli,1,138,English,USA,R,60000000,2002,394,5.9,1.85,846
Jon Avnet,198.0,101.0,50,1000,Al Pacino,22000,40076438,Action,Robert De Niro,Righteous Kill,73368,38809,50 Cent,2,248,English,USA,R,60000000,2008,14000,6.0,2.35,0
Harold Becker,79.0,111.0,17,652,Miko Hughes,13000,32940507,Action,Bruce Willis,Mercury Rising,54314,16536,Carrie Preston,1,127,English,USA,R,60000000,1998,968,6.1,2.35,0
Joe Wright,210.0,117.0,456,569,Stephen Root,21000,31670931,Biography,Robert Downey Jr.,The Soloist,44099,23745,Rachael Harris,0,143,English,UK,PG-13,60000000,2009,939,6.7,2.35,0
Cameron Crowe,149.0,152.0,488,947,Zooey Deschanel,22000,32522352,Adventure,Philip Seymour Hoffman,Almost Famous,207287,36897,Michael Angarano,1,822,English,USA,R,60000000,2000,11000,7.9,1.85,15000
Lee Tamahori,77.0,101.0,93,218,Nona Gaye,287,26082914,Action,Sunny Mabrey,xXx: State of the Union,51349,993,Xzibit,2,213,English,USA,PG-13,87000000,2005,233,4.3,2.35,0
Scott Stewart,225.0,87.0,124,77,Alan Dale,865,29136626,Action,Josh Wingate,Priest,97089,1417,Jacob Hopkins,0,233,English,USA,PG-13,60000000,2011,441,5.7,2.35,20000
Paul W.S. Anderson,172.0,130.0,545,552,Joely Richardson,722,26616590,Horror,Sean Pertwee,Event Horizon,120416,2525,Kathleen Quinlan,0,857,English,UK,R,60000000,1997,585,6.7,2.35,10000
Tom Shadyac,117.0,104.0,293,256,Susanna Thompson,780,30063805,Drama,Joe Morton,Dragonfly,31788,2109,Matt Craven,0,243,English,USA,PG-13,60000000,2002,265,6.1,2.35,0
Tony Bill,123.0,140.0,23,579,Tyler Labine,11000,13082288,Action,James Franco,Flyboys,35565,12634,Philip Winchester,1,247,English,UK,PG-13,60000000,2006,779,6.6,2.35,2000
Rod Lurie,110.0,131.0,37,507,Delroy Lindo,968,18208078,Action,Clifton Collins Jr.,The Last Castle,57100,3012,Michael Irby,3,281,English,USA,R,60000000,2001,848,6.9,2.35,0
Walter Hill,100.0,91.0,394,68,Wilson Cruz,889,14218868,Horror,Robert Forster,Supernova,14596,1262,Vanessa Marshall,0,282,English,USA,PG-13,65000000,2000,290,4.8,2.35,589
Akiva Goldsman,189.0,118.0,167,778,William Hurt,20000,22451,Drama,Matt Bomer,Winter's Tale,41288,22447,Kevin Corrigan,0,126,English,USA,PG-13,60000000,2014,882,6.2,2.35,17000
Harald Zwart,212.0,130.0,91,1000,Kevin Zegers,5000,31165421,Fantasy,Aidan Turner,The Mortal Instruments: City of Bones,107028,10247,CCH Pounder,3,457,English,USA,PG-13,60000000,2013,2000,6.0,2.35,44000
Brian Robbins,127.0,90.0,48,196,Mike O'Malley,973,11802056,Adventure,Marc Blucas,Meet Dave,31640,1865,Shawn Christian,1,109,English,USA,PG,60000000,2008,400,4.9,1.85,791
Walter Salles,196.0,103.0,179,87,Camryn Manheim,794,25472967,Drama,Dougray Scott,Dark Water,44966,1467,Ariel Gade,2,411,English,USA,PG-13,30000000,2005,329,5.6,2.35,0
Ron Howard,115.0,122.0,2000,1000,Adam Goldberg,11000,22362500,Comedy,Matthew McConaughey,Edtv,35599,15275,Clint Howard,0,195,English,USA,PG-13,55000000,1999,1000,6.1,1.85,641
Iain Softley,161.0,106.0,34,466,Stephen Graham,3000,17281832,Adventure,Brendan Fraser,Inkheart,60232,5329,Jamie Foreman,3,110,English,Germany,PG,60000000,2008,1000,6.1,2.35,0
Frank Miller,223.0,103.0,436,437,Jaime King,19000,19781879,Action,Scarlett Johansson,The Spirit,53864,20881,Louis Lombardi,1,290,English,USA,PG-13,60000000,2008,961,4.8,2.35,2000
David Koepp,181.0,107.0,192,280,Olivia Munn,40000,7605668,Action,Johnny Depp,Mortdecai,47320,42683,Ulrich Thomsen,2,188,English,UK,R,60000000,2015,2000,5.5,2.35,12000
Uwe Boll,140.0,156.0,892,102,Mike Dopud,26000,4535117,Action,Jason Statham,In the Name of the King: A Dungeon Siege Tale,38398,26564,Tania Saulnier,3,368,English,Germany,PG-13,60000000,2007,368,3.8,2.35,0
Martin Campbell,54.0,127.0,258,617,Teri Polo,11000,4426297,Adventure,Angelina Jolie Pitt,Beyond Borders,22570,12947,Noah Emmerich,2,156,English,USA,R,35000000,2003,708,6.5,2.35,0
John Dahl,81.0,132.0,131,242,Clayne Crawford,11000,10166502,Action,James Franco,The Great Raid,18209,12133,Paolo Montalban,0,183,Filipino,USA,R,80000000,2005,298,6.7,2.35,0
Tim Miller,579.0,108.0,84,361,Ed Skrein,16000,363024263,Action,Ryan Reynolds,Deadpool,479047,18239,Stefan Kapicic,0,1058,English,USA,R,58000000,2016,805,8.1,2.35,117000
Stephen Herek,56.0,114.0,65,440,Morgan Fairchild,743,12065985,Comedy,Kelly Preston,Holy Man,16260,2367,Eric McCormack,1,88,English,USA,PG,60000000,1998,730,4.9,2.35,296
Clint Eastwood,490.0,133.0,16000,318,Leonard Roberts,14000,350123553,Action,Bradley Cooper,American Sniper,325264,16277,Keir O'Donnell,0,916,English,USA,R,58800000,2014,962,7.3,2.35,112000
Rob Letterman,218.0,103.0,11,543,Dylan Minnette,2000,80021740,Adventure,Odeya Rush,Goosebumps,47968,5497,Ken Marino,4,154,English,USA,PG,58000000,2015,1000,6.4,2.35,35000
Mark Waters,142.0,95.0,70,512,Ivana Milicevic,970,48291624,Comedy,Jon Heder,Just Like Heaven,82819,2876,Willie Garson,1,263,English,USA,PG-13,58000000,2005,834,6.7,1.85,0
Brian Levant,57.0,90.0,32,809,Mark Addy,1000,35231365,Comedy,Taylor Negron,The Flintstones in Viva Rock Vegas,15517,6299,Danny Woodburn,0,85,English,USA,PG,60000000,2000,891,3.6,1.85,500
Peter MacDonald,84.0,87.0,10,349,Kurtwood Smith,13000,53715611,Action,Sylvester Stallone,Rambo III,92106,14574,Richard Crenna,1,171,English,USA,R,63000000,1988,1000,5.7,2.35,2000
Marc Lawrence,133.0,103.0,30,727,Kim Shaw,963,29580087,Comedy,Michael Kelly,Did You Hear About the Morgans?,29523,3150,Kevin Brown,2,121,English,USA,PG-13,58000000,2009,935,4.7,2.35,0
Shawn Levy,246.0,125.0,189,839,Jessica Szohr,1000,44665963,Comedy,Josh Gad,The Internship,159931,5081,Rob Riggle,2,281,English,USA,PG-13,58000000,2013,847,6.3,2.35,22000
Paul W.S. Anderson,253.0,97.0,545,529,Boris Kodjoe,14000,60128566,Action,Milla Jovovich,Resident Evil: Afterlife,131447,16098,Shawn Roberts,1,410,English,Germany,R,60000000,2010,1000,5.9,2.35,19000
Anthony Hemingway,144.0,125.0,143,519,Nate Parker,1000,49875589,Action,David Oyelowo,Red Tails,28807,4416,Tristan Mack Wilds,0,273,English,USA,PG-13,58000000,2012,664,5.9,2.35,0
Taylor Hackford,117.0,136.0,138,9000,Al Pacino,18000,60984028,Drama,Keanu Reeves,The Devil's Advocate,259519,45271,Charlize Theron,2,431,English,USA,R,57000000,1997,14000,7.5,2.35,11000
Sean Anders,157.0,116.0,51,622,Leighton Meester,11000,36931089,Comedy,Adam Sandler,That's My Boy,70681,16484,Will Forte,2,198,English,USA,R,70000000,2012,3000,5.6,2.35,12000
Rob Cohen,60.0,103.0,357,40,Brian Thompson,2000,51317350,Action,Dennis Quaid,DragonHeart,78343,2710,Terry O'Neill,0,139,English,USA,PG-13,57000000,1996,663,6.4,2.35,0
Brett Ratner,117.0,97.0,420,455,Don Cheadle,4000,28328132,Action,Salma Hayek,After the Sunset,38298,9814,Chris Penn,2,147,English,USA,PG-13,58000000,2004,3000,6.3,2.35,782
Mark Neveldine,287.0,96.0,83,1000,Spencer Wilding,12000,51774002,Action,Nicolas Cage,Ghost Rider: Spirit of Vengeance,87745,16121,Christopher Lambert,1,331,English,USA,PG-13,57000000,2011,1000,4.3,2.35,18000
John Madden,96.0,131.0,108,58,Irene Papas,23000,25528495,Drama,Christian Bale,Captain Corelli's Mandolin,28099,23325,Mihalis Giannatos,2,220,English,UK,R,57000000,2001,243,5.9,2.35,0
Adam Shankman,125.0,95.0,163,650,Brad Garrett,14000,113006880,Action,Vin Diesel,The Pacifier,66308,16884,Tate Donovan,0,225,English,Canada,PG,56000000,2005,799,5.5,2.35,0
Kevin Bray,117.0,86.0,10,348,Ashley Scott,12000,45860039,Action,Dwayne Johnson,Walking Tall,53118,14146,Michael Bowen,1,221,English,USA,PG-13,56000000,2004,795,6.2,2.35,0
Tim Hill,131.0,92.0,25,639,Beth Riesgraf,1000,217326336,Animation,Jesse McCartney,Alvin and the Chipmunks,57276,2847,Matthew Gray Gubler,0,146,English,USA,PG,60000000,2007,718,5.2,1.85,0
Jay Roach,150.0,108.0,116,708,Blythe Danner,22000,166225040,Comedy,Robert De Niro,Meet the Parents,260442,24286,Teri Polo,2,507,English,USA,PG-13,55000000,2000,713,7.0,1.85,0
Mike Gabriel,92.0,84.0,12,752,Frank Welker,23000,141600000,Adventure,Christian Bale,Pocahontas,119675,26754,Irene Bedard,1,216,English,USA,G,55000000,1995,2000,6.6,1.78,0
Richard Donner,169.0,188.0,503,467,Margot Kidder,10000,134218018,Action,Marlon Brando,Superman,126357,12940,Ned Beatty,0,497,English,USA,PG,55000000,1978,593,7.3,2.35,0
Tom Shadyac,57.0,95.0,293,744,James Coburn,851,128769345,Comedy,Jada Pinkett Smith,The Nutty Professor,86556,3155,Dave Chappelle,1,99,English,USA,PG-13,54000000,1996,773,5.6,1.85,960
Andy Tennant,171.0,118.0,72,681,Michael Rapaport,10000,177575142,Comedy,Will Smith,Hitch,244840,13426,Kevin Sussman,1,372,English,USA,PG-13,70000000,2005,975,6.6,2.35,0
Sam Weisman,53.0,92.0,39,458,Abraham Benrubi,3000,105263257,Action,Brendan Fraser,George of the Jungle,56168,4518,Holland Taylor,0,103,English,USA,PG,55000000,1997,562,5.4,1.85,5000
Jesse Dylan,153.0,74.0,58,729,Thomas Ian Nicholas,3000,104354205,Comedy,Alyson Hannigan,American Wedding,162331,5713,Fred Willard,3,332,English,USA,R,55000000,2003,864,6.3,2.35,0
Paul Greengrass,491.0,134.0,521,186,Chris Mulkey,15000,107100855,Biography,Tom Hanks,Captain Phillips,323353,16281,Michael Chernus,0,527,English,USA,PG-13,55000000,2013,535,7.9,2.35,65000
Shawn Levy,247.0,101.0,189,7000,James Franco,15000,98711404,Comedy,Mila Kunis,Date Night,127571,39822,Steve Carell,2,207,English,USA,PG-13,55000000,2010,11000,6.3,2.35,0
Brad Silberling,26.0,100.0,52,394,Fred Rogers,795,100328194,Comedy,Eric Idle,Casper,85903,2638,Cathy Moriarty,0,92,English,USA,PG,50000000,1995,419,6.0,1.85,0
Antoine Fuqua,292.0,132.0,845,683,Chlo� Grace Moretz,18000,101530738,Action,Denzel Washington,The Equalizer,229574,37605,James Wilcox,0,436,English,USA,R,55000000,2014,17000,7.2,2.35,56000
Wayne Wang,114.0,105.0,61,708,Frances Conroy,5000,93815117,Comedy,Bob Hoskins,Maid in Manhattan,68417,7184,Natasha Richardson,2,242,English,USA,PG-13,55000000,2002,827,5.1,2.35,0
